ID,trading_pair,signal_time,leverage,price,quantity,position_after_trade,is_close,margin_snapshot,base_asset,quote_asset,trade_direction,abs_quantity,trade_value_usdt,position_value_usdt
1221345,ICP/USDT:USDT,2025-07-24 06:30:04.505000+00:00,10,5.461,-459.0,0.0,True,56224.00389368,ICP,USDT,SHORT,459.0,2506.599,0.0
1221349,SUI/USDT:USDT,2025-07-24 06:30:04.505000+00:00,10,3.6295,-693.8,0.0,True,56164.03501018,SUI,USDT,SHORT,693.8,2518.1471,0.0
1222114,ALGO/USDT:USDT,2025-07-24 06:42:16.730000+00:00,10,0.25292175,9883.2,19611.2,False,56193.97022513,ALGO,USDT,LONG,9883.2,2499.6762396000004,4960.0990236
1222163,ADA/USDT:USDT,2025-07-24 06:42:29.258000+00:00,10,0.77107,3243.0,3243.0,False,56193.97022513,ADA,USDT,LONG,3243.0,2500.58001,2500.58001
1222953,SOL/USDT:USDT,2025-07-24 06:53:42.262000+00:00,10,180.45816316,13.86,27.5,False,56207.04128568,SOL,USDT,LONG,13.86,2501.1501413976,4962.5994869
1224296,SOL/USDT:USDT,2025-07-24 07:15:01.505000+00:00,10,182.64,-27.5,0.0,True,56207.04128568,SOL,USDT,SHORT,27.5,5022.599999999999,0.0
1226490,BNB/USDT:USDT,2025-07-24 08:15:04.498000+00:00,10,763.65,-3.32,0.0,True,56164.03501018,BNB,USDT,SHORT,3.32,2535.3179999999998,0.0
1226491,ADA/USDT:USDT,2025-07-24 08:15:04.499000+00:00,10,0.8022,-3243.0,0.0,True,56193.97022513,ADA,USDT,SHORT,3243.0,2601.5346,0.0
1229723,ALGO/USDT:USDT,2025-07-24 11:15:05.115000+00:00,10,0.2595,-19611.2,0.0,True,56193.97022513,ALGO,USDT,SHORT,19611.2,5089.106400000001,0.0
1239014,XRP/USDT:USDT,2025-07-24 23:34:19.352000+00:00,10,3.13868961,798.6,798.6,False,56493.14516112,XRP,USDT,LONG,798.6,2506.557522546,2506.557522546
1239525,DOGE/USDT:USDT,2025-07-25 00:07:29.735000+00:00,10,0.23015,10875.0,10875.0,False,56501.39768589,DOGE,USDT,LONG,10875.0,2502.88125,2502.88125
1239905,SOL/USDT:USDT,2025-07-25 00:33:35.641000+00:00,10,181.24435263,13.81,13.81,False,56484.26982084,SOL,USDT,LONG,13.81,2502.9845098203,2502.9845098203
1239960,SUI/USDT:USDT,2025-07-25 00:35:27.454000+00:00,10,3.67840208,680.2,680.2,False,56484.26982084,SUI,USDT,LONG,680.2,2502.0490948160004,2502.0490948160004
1239981,ICP/USDT:USDT,2025-07-25 00:35:34.957000+00:00,10,5.41867987,186.0,186.0,False,56484.26982084,ICP,USDT,LONG,186.0,1007.87445582,1007.87445582
1239999,ICP/USDT:USDT,2025-07-25 00:35:39.220000+00:00,10,5.41422274,276.0,462.0,False,56484.26982084,ICP,USDT,LONG,276.0,1494.32547624,2501.37090588
1240673,DOGE/USDT:USDT,2025-07-25 01:24:19.598000+00:00,10,0.22657162,8372.0,19247.0,False,56471.9676498,DOGE,USDT,LONG,8372.0,1896.85760264,4360.82397014
1240679,DOGE/USDT:USDT,2025-07-25 01:24:21.690000+00:00,10,0.22645382,2675.0,21922.0,False,56471.9676498,DOGE,USDT,LONG,2675.0,605.7639685,4964.32064204
1240814,DOGE/USDT:USDT,2025-07-25 01:30:04.685000+00:00,10,0.2279,-21922.0,0.0,True,56471.9676498,DOGE,USDT,SHORT,21922.0,4996.0238,0.0
1240960,SOL/USDT:USDT,2025-07-25 01:45:02.460000+00:00,10,182.62,-13.81,0.0,True,56484.26982084,SOL,USDT,SHORT,13.81,2521.9822000000004,0.0
1240961,SUI/USDT:USDT,2025-07-25 01:45:02.460000+00:00,10,3.6882,-680.2,0.0,True,56484.26982084,SUI,USDT,SHORT,680.2,2508.7136400000004,0.0
1240966,XRP/USDT:USDT,2025-07-25 01:45:04.446000+00:00,10,3.1274,-798.6,0.0,True,56493.14516112,XRP,USDT,SHORT,798.6,2497.5416400000004,0.0
1240967,ICP/USDT:USDT,2025-07-25 01:45:04.446000+00:00,10,5.456,-462.0,0.0,True,56484.26982084,ICP,USDT,SHORT,462.0,2520.672,0.0
1242320,XRP/USDT:USDT,2025-07-25 03:06:18.010000+00:00,10,3.06409781,816.8,816.8,False,56523.51423245,XRP,USDT,LONG,816.8,2502.7550912079996,2502.7550912079996
1242746,ICP/USDT:USDT,2025-07-25 03:33:08.445000+00:00,10,5.33812607,469.0,469.0,False,56526.46243938,ICP,USDT,LONG,469.0,2503.5811268300004,2503.5811268300004
1242789,SOL/USDT:USDT,2025-07-25 03:33:14.741000+00:00,10,175.95313816,14.21,14.21,False,56526.46243938,SOL,USDT,LONG,14.21,2500.2940932536003,2500.2940932536003
1244241,XRP/USDT:USDT,2025-07-25 04:45:02.807000+00:00,10,3.0899,-816.8,0.0,True,56523.51423245,XRP,USDT,SHORT,816.8,2523.83032,0.0
1244242,SOL/USDT:USDT,2025-07-25 04:45:02.807000+00:00,10,178.13,-14.21,0.0,True,56526.46243938,SOL,USDT,SHORT,14.21,2531.2273,0.0
1244271,ICP/USDT:USDT,2025-07-25 04:45:04.815000+00:00,10,5.391,-469.0,0.0,True,56526.46243938,ICP,USDT,SHORT,469.0,2528.379,0.0
1253866,ICP/USDT:USDT,2025-07-25 15:39:42.447000+00:00,10,5.367,466.0,466.0,False,56603.28302436,ICP,USDT,LONG,466.0,2501.022,2501.022
1253947,DOGE/USDT:USDT,2025-07-25 15:41:09.612000+00:00,10,0.22112067,11318.0,11318.0,False,56603.28302436,DOGE,USDT,LONG,11318.0,2502.64374306,2502.64374306
1254305,DOGE/USDT:USDT,2025-07-25 16:00:07.582000+00:00,10,0.22428,-11318.0,0.0,True,56603.28302436,DOGE,USDT,SHORT,11318.0,2538.40104,0.0
1254655,ICP/USDT:USDT,2025-07-25 16:15:04.421000+00:00,10,5.429,-466.0,0.0,True,56603.28302436,ICP,USDT,SHORT,466.0,2529.914,0.0
1286038,XRP/USDT:USDT,2025-07-28 13:22:06.761000+00:00,10,3.1912,784.3,784.3,False,56667.19745217,XRP,USDT,LONG,784.3,2502.8581599999998,2502.8581599999998
1286297,ICP/USDT:USDT,2025-07-28 13:32:10.007000+00:00,10,5.773172,433.0,433.0,False,56667.19745217,ICP,USDT,LONG,433.0,2499.783476,2499.783476
1287354,SUI/USDT:USDT,2025-07-28 14:25:12.294000+00:00,10,4.09006841,612.0,612.0,False,56627.63456665,SUI,USDT,LONG,612.0,2503.12186692,2503.12186692
1287389,DOGE/USDT:USDT,2025-07-28 14:25:51.681000+00:00,10,0.23294077,10741.0,10741.0,False,56627.63456665,DOGE,USDT,LONG,10741.0,2502.01681057,2502.01681057
1287429,ICP/USDT:USDT,2025-07-28 14:26:06.855000+00:00,10,5.68376875,440.0,873.0,False,56627.63456665,ICP,USDT,LONG,440.0,2500.8582499999998,4961.93011875
1288458,DOGE/USDT:USDT,2025-07-28 15:15:01.461000+00:00,10,0.23348,-10741.0,0.0,True,56627.63456665,DOGE,USDT,SHORT,10741.0,2507.80868,0.0
1288462,SUI/USDT:USDT,2025-07-28 15:15:04.051000+00:00,10,4.1135,-612.0,0.0,True,56627.63456665,SUI,USDT,SHORT,612.0,2517.462,0.0
1288627,XRP/USDT:USDT,2025-07-28 15:30:00.975000+00:00,10,3.1739,-784.3,0.0,True,56667.19745217,XRP,USDT,SHORT,784.3,2489.28977,0.0
1288654,ICP/USDT:USDT,2025-07-28 15:30:05.462000+00:00,10,5.713,-873.0,0.0,True,56627.63456665,ICP,USDT,SHORT,873.0,4987.449,0.0
1289313,IOTA/USDT:USDT,2025-07-28 16:12:11.140000+00:00,10,0.20747517,111.2,111.2,False,56659.85911228,IOTA,USDT,LONG,111.2,23.071238903999998,23.071238903999998
1289314,IOTA/USDT:USDT,2025-07-28 16:12:14.434000+00:00,10,0.20748229,11946.8,12058.0,False,56659.85911228,IOTA,USDT,LONG,11946.8,2478.749422172,2501.82145282
1289498,IOTA/USDT:USDT,2025-07-28 16:30:05.002000+00:00,10,0.2088,-12058.0,0.0,True,56659.85911228,IOTA,USDT,SHORT,12058.0,2517.7104,0.0
1290546,SOL/USDT:USDT,2025-07-28 18:20:00.275000+00:00,10,184.66496579,13.55,13.55,False,56674.98213535,SOL,USDT,LONG,13.55,2502.2102864545,2502.2102864545
1291087,SOL/USDT:USDT,2025-07-28 19:15:01.083000+00:00,10,185.8,-13.55,0.0,True,56674.98213535,SOL,USDT,SHORT,13.55,2517.59,0.0
1307288,ICP/USDT:USDT,2025-07-29 14:52:50.573000+00:00,10,5.46005149,458.0,458.0,False,56690.97387245,ICP,USDT,LONG,458.0,2500.7035824199997,2500.7035824199997
1308131,DOGE/USDT:USDT,2025-07-29 15:32:35.384000+00:00,10,0.2210104,11328.0,11328.0,False,56690.47382805,DOGE,USDT,LONG,11328.0,2503.6058112,2503.6058112
1308496,DOGE/USDT:USDT,2025-07-29 16:00:07.261000+00:00,10,0.22255,-11328.0,0.0,True,56690.47382805,DOGE,USDT,SHORT,11328.0,2521.0464,0.0
1309154,XRP/USDT:USDT,2025-07-29 16:34:05.092000+00:00,10,3.05995553,817.0,817.0,False,56690.12438677,XRP,USDT,LONG,817.0,2499.9836680099997,2499.9836680099997
1309735,XRP/USDT:USDT,2025-07-29 17:00:03.738000+00:00,10,3.1054,-817.0,0.0,True,56690.12438677,XRP,USDT,SHORT,817.0,2537.1118,0.0
1309774,ICP/USDT:USDT,2025-07-29 17:00:07.534000+00:00,10,5.448,-458.0,0.0,True,56690.97387245,ICP,USDT,SHORT,458.0,2495.184,0.0
1323838,ICP/USDT:USDT,2025-07-30 11:26:21.202000+00:00,10,5.27121307,3.0,3.0,False,56738.30556705,ICP,USDT,LONG,3.0,15.81363921,15.81363921
1323869,ICP/USDT:USDT,2025-07-30 11:27:20.707000+00:00,10,5.27072191,472.0,475.0,False,56738.30556705,ICP,USDT,LONG,472.0,2487.78074152,2503.59290725
1324531,XRP/USDT:USDT,2025-07-30 11:49:47.091000+00:00,10,3.048,820.5,820.5,False,56742.81433355,XRP,USDT,LONG,820.5,2500.884,2500.884
1325800,XRP/USDT:USDT,2025-07-30 12:30:03.052000+00:00,10,3.0735,-820.5,0.0,True,56742.81433355,XRP,USDT,SHORT,820.5,2521.80675,0.0
1325809,ICP/USDT:USDT,2025-07-30 12:30:05.755000+00:00,10,5.301,-475.0,0.0,True,56738.30556705,ICP,USDT,SHORT,475.0,2517.975,0.0
1332939,XRP/USDT:USDT,2025-07-30 19:00:08.505000+00:00,10,3.04732561,820.5,820.5,False,56772.99489503,XRP,USDT,LONG,820.5,2500.330663005,2500.330663005
1333298,DOGE/USDT:USDT,2025-07-30 19:04:24.433000+00:00,10,0.21346696,11723.0,11723.0,False,56763.48825383,DOGE,USDT,LONG,11723.0,2502.47317208,2502.47317208
1333608,SOL/USDT:USDT,2025-07-30 19:05:47.461000+00:00,10,172.5281707,14.53,14.53,False,56763.48825383,SOL,USDT,LONG,14.53,2506.834320271,2506.834320271
1333637,ICP/USDT:USDT,2025-07-30 19:05:59.338000+00:00,10,5.22006107,228.0,228.0,False,56763.48825383,ICP,USDT,LONG,228.0,1190.17392396,1190.17392396
1333645,ICP/USDT:USDT,2025-07-30 19:06:01.292000+00:00,10,5.2210185,251.0,479.0,False,56763.48825383,ICP,USDT,LONG,251.0,1310.4756435,2500.8678615
1333666,ALGO/USDT:USDT,2025-07-30 19:06:05.497000+00:00,10,0.24258564,10322.6,10322.6,False,56763.48825383,ALGO,USDT,LONG,10322.6,2504.114527464,2504.114527464
1333694,IOTA/USDT:USDT,2025-07-30 19:06:09.132000+00:00,10,0.19106702,13082.5,13082.5,False,56763.48825383,IOTA,USDT,LONG,13082.5,2499.63428915,2499.63428915
1333695,SUI/USDT:USDT,2025-07-30 19:06:09.132000+00:00,10,3.64080125,687.0,687.0,False,56763.48825383,SUI,USDT,LONG,687.0,2501.23045875,2501.23045875
1333696,DOGE/USDT:USDT,2025-07-30 19:06:09.132000+00:00,10,0.21016874,11908.0,23631.0,False,56763.48825383,DOGE,USDT,LONG,11908.0,2502.68935592,4966.49749494
1333741,ADA/USDT:USDT,2025-07-30 19:06:12.794000+00:00,10,0.73274223,2645.0,2645.0,False,56763.48825383,ADA,USDT,LONG,2645.0,1938.1031983500002,1938.1031983500002
1333764,ADA/USDT:USDT,2025-07-30 19:06:14.705000+00:00,10,0.73218353,784.0,3429.0,False,56763.48825383,ADA,USDT,LONG,784.0,574.03188752,2510.65732437
1334684,SUI/USDT:USDT,2025-07-30 19:30:04.301000+00:00,10,3.7321,-687.0,0.0,True,56763.48825383,SUI,USDT,SHORT,687.0,2563.9527,0.0
1335288,DOGE/USDT:USDT,2025-07-30 19:45:02.601000+00:00,10,0.21596,-23631.0,0.0,True,56763.48825383,DOGE,USDT,SHORT,23631.0,5103.35076,0.0
1335359,ICP/USDT:USDT,2025-07-30 19:45:06.078000+00:00,10,5.36,-479.0,0.0,True,56763.48825383,ICP,USDT,SHORT,479.0,2567.44,0.0
1335360,IOTA/USDT:USDT,2025-07-30 19:45:06.078000+00:00,10,0.1974,-13082.5,0.0,True,56763.48825383,IOTA,USDT,SHORT,13082.5,2582.4855,0.0
1335895,XRP/USDT:USDT,2025-07-30 20:00:02.373000+00:00,10,3.0964,-820.5,0.0,True,56772.99489503,XRP,USDT,SHORT,820.5,2540.5962,0.0
1335915,SOL/USDT:USDT,2025-07-30 20:00:04.376000+00:00,10,175.99,-14.53,0.0,True,56763.48825383,SOL,USDT,SHORT,14.53,2557.1347,0.0
1336298,ALGO/USDT:USDT,2025-07-30 20:15:06.592000+00:00,10,0.2544,-10322.6,0.0,True,56763.48825383,ALGO,USDT,SHORT,10322.6,2626.06944,0.0
1339329,ADA/USDT:USDT,2025-07-30 23:45:05.249000+00:00,10,0.7635,-3429.0,0.0,True,56763.48825383,ADA,USDT,SHORT,3429.0,2618.0415,0.0
1347369,SUI/USDT:USDT,2025-07-31 13:13:18.218000+00:00,10,3.77695984,525.3,525.3,False,57416.45965715,SUI,USDT,LONG,525.3,1984.0370039519998,1984.0370039519998
1347376,SUI/USDT:USDT,2025-07-31 13:13:20.323000+00:00,10,3.77587446,137.10000000000002,662.4,False,57416.45965715,SUI,USDT,LONG,137.10000000000002,517.672388466,2501.1392423039997
1347559,ICP/USDT:USDT,2025-07-31 13:15:55.985000+00:00,10,5.39850882,464.0,464.0,False,57416.45965715,ICP,USDT,LONG,464.0,2504.90809248,2504.90809248
1348653,SUI/USDT:USDT,2025-07-31 14:00:04.484000+00:00,10,3.7993,-662.4,0.0,True,57416.45965715,SUI,USDT,SHORT,662.4,2516.65632,0.0
1349108,IOTA/USDT:USDT,2025-07-31 14:17:10.011000+00:00,10,0.195,12832.4,12832.4,False,57417.45722804,IOTA,USDT,LONG,12832.4,2502.318,2502.318
1349286,DOGE/USDT:USDT,2025-07-31 14:22:42.729000+00:00,10,0.21556849,11603.0,11603.0,False,57407.02258479,DOGE,USDT,LONG,11603.0,2501.24118947,2501.24118947
1349320,ICP/USDT:USDT,2025-07-31 14:22:56.984000+00:00,10,5.3127162,471.0,935.0,False,57407.02258479,ICP,USDT,LONG,471.0,2502.2893301999998,4967.389647
1349952,ICP/USDT:USDT,2025-07-31 15:00:02.738000+00:00,10,5.346,-935.0,0.0,True,57407.02258479,ICP,USDT,SHORT,935.0,4998.51,0.0
1350206,ALGO/USDT:USDT,2025-07-31 15:10:35.476000+00:00,10,0.2535,212.2,212.2,False,57425.17784964,ALGO,USDT,LONG,212.2,53.792699999999996,53.792699999999996
1350221,ALGO/USDT:USDT,2025-07-31 15:11:07.063000+00:00,10,0.25351697,21.100000000000023,233.3,False,57425.17784964,ALGO,USDT,LONG,21.100000000000023,5.3492080670000055,59.145509101
1350228,ALGO/USDT:USDT,2025-07-31 15:11:08.996000+00:00,10,0.25342554,9637.7,9871.0,False,57425.17784964,ALGO,USDT,LONG,9637.7,2442.439326858,2501.56350534
1350229,XRP/USDT:USDT,2025-07-31 15:11:08.996000+00:00,10,3.07597921,813.0,813.0,False,57425.17784964,XRP,USDT,LONG,813.0,2500.77109773,2500.77109773
1350365,DOGE/USDT:USDT,2025-07-31 15:15:03.326000+00:00,10,0.21565,-11603.0,0.0,True,57407.02258479,DOGE,USDT,SHORT,11603.0,2502.1869500000003,0.0
1350630,IOTA/USDT:USDT,2025-07-31 15:30:06.299000+00:00,10,0.1958,-12832.4,0.0,True,57417.45722804,IOTA,USDT,SHORT,12832.4,2512.58392,0.0
1350779,XRP/USDT:USDT,2025-07-31 15:45:02.436000+00:00,10,3.0961,-813.0,0.0,True,57425.17784964,XRP,USDT,SHORT,813.0,2517.1293,0.0
1351918,ALGO/USDT:USDT,2025-07-31 16:45:04.581000+00:00,10,0.2599,-9871.0,0.0,True,57425.17784964,ALGO,USDT,SHORT,9871.0,2565.4729,0.0
1357904,DOGE/USDT:USDT,2025-07-31 22:06:43.035000+00:00,10,0.21089568,11867.0,11867.0,False,57512.30442072,DOGE,USDT,LONG,11867.0,2502.69903456,2502.69903456
1358004,XRP/USDT:USDT,2025-07-31 22:09:22.360000+00:00,10,3.0255,826.5,826.5,False,57512.30442072,XRP,USDT,LONG,826.5,2500.57575,2500.57575
1358362,SUI/USDT:USDT,2025-07-31 22:36:42.846000+00:00,10,3.63231568,41.4,41.4,False,57506.66989085,SUI,USDT,LONG,41.4,150.377869152,150.377869152
1358371,SUI/USDT:USDT,2025-07-31 22:36:47.605000+00:00,10,3.63242499,647.0,688.4,False,57506.66989085,SUI,USDT,LONG,647.0,2350.17896853,2500.561363116
1358736,DOGE/USDT:USDT,2025-07-31 23:15:02.145000+00:00,10,0.21168,-11867.0,0.0,True,57512.30442072,DOGE,USDT,SHORT,11867.0,2512.0065600000003,0.0
1358755,XRP/USDT:USDT,2025-07-31 23:15:04.519000+00:00,10,3.0382,-826.5,0.0,True,57512.30442072,XRP,USDT,SHORT,826.5,2511.0723,0.0
1358756,SUI/USDT:USDT,2025-07-31 23:15:04.519000+00:00,10,3.6438,-688.4,0.0,True,57506.66989085,SUI,USDT,SHORT,688.4,2508.39192,0.0
1360259,ICP/USDT:USDT,2025-08-01 00:11:26.117000+00:00,10,5.21,480.0,480.0,False,57538.218416,ICP,USDT,LONG,480.0,2500.8,2500.8
1361414,SOL/USDT:USDT,2025-08-01 00:43:58.482000+00:00,10,170.01,14.71,14.71,False,57541.07864,SOL,USDT,LONG,14.71,2500.8471,2500.8471
1361676,ALGO/USDT:USDT,2025-08-01 00:46:32.215000+00:00,10,0.23943433,8940.8,8940.8,False,57541.07864,ALGO,USDT,LONG,8940.8,2140.734457664,2140.734457664
1361682,ALGO/USDT:USDT,2025-08-01 00:46:34.212000+00:00,10,0.2397,250.60000000000036,9191.4,False,57541.07864,ALGO,USDT,LONG,250.60000000000036,60.06882000000009,2203.17858
1361839,ALGO/USDT:USDT,2025-08-01 00:50:07.288000+00:00,10,0.2395326,1254.7000000000007,10446.1,False,57541.07864,ALGO,USDT,LONG,1254.7000000000007,300.5415532200002,2502.18149286
1361926,ICP/USDT:USDT,2025-08-01 00:50:32.657000+00:00,10,5.13122856,488.0,968.0,False,57541.07864,ICP,USDT,LONG,488.0,2504.0395372800003,4967.02924608
1361974,IOTA/USDT:USDT,2025-08-01 00:50:47.981000+00:00,10,0.18350212,1477.0,1477.0,False,57541.07864,IOTA,USDT,LONG,1477.0,271.03263124,271.03263124
1362017,IOTA/USDT:USDT,2025-08-01 00:51:16.515000+00:00,10,0.1833,12171.6,13648.6,False,57541.07864,IOTA,USDT,LONG,12171.6,2231.05428,2501.78838
1362154,SOL/USDT:USDT,2025-08-01 00:52:19.715000+00:00,10,167.73876623,14.939999999999998,29.65,False,57472.92227329,SOL,USDT,LONG,14.939999999999998,2506.0171674761996,4973.4544187195
1362672,ICP/USDT:USDT,2025-08-01 01:00:05.272000+00:00,10,5.22,-968.0,0.0,True,57541.07864,ICP,USDT,SHORT,968.0,5052.96,0.0
1362673,IOTA/USDT:USDT,2025-08-01 01:00:05.272000+00:00,10,0.1874,-13648.6,0.0,True,57541.07864,IOTA,USDT,SHORT,13648.6,2557.74764,0.0
1363516,SOL/USDT:USDT,2025-08-01 01:45:01.450000+00:00,10,170.22,-29.65,0.0,True,57472.92227329,SOL,USDT,SHORT,29.65,5047.023,0.0
1364795,ALGO/USDT:USDT,2025-08-01 03:00:08.193000+00:00,10,0.2458,-10446.1,0.0,True,57541.07864,ALGO,USDT,SHORT,10446.1,2567.65138,0.0
1367112,ICP/USDT:USDT,2025-08-01 06:43:20.467000+00:00,10,5.111,66.0,66.0,False,57751.2521585,ICP,USDT,LONG,66.0,337.32599999999996,337.32599999999996
1367122,ICP/USDT:USDT,2025-08-01 06:43:31.514000+00:00,10,5.10965455,423.0,489.0,False,57751.2521585,ICP,USDT,LONG,423.0,2161.38387465,2498.62107495
1367279,ICP/USDT:USDT,2025-08-01 07:00:07.054000+00:00,10,5.156,-489.0,0.0,True,57751.2521585,ICP,USDT,SHORT,489.0,2521.2839999999997,0.0
1368283,XRP/USDT:USDT,2025-08-01 08:04:10.755000+00:00,10,2.9312,853.0,853.0,False,57774.43022062,XRP,USDT,LONG,853.0,2500.3136,2500.3136
1368502,DOGE/USDT:USDT,2025-08-01 08:06:06.471000+00:00,10,0.20199088,12394.0,12394.0,False,57774.43022062,DOGE,USDT,LONG,12394.0,2503.4749667200003,2503.4749667200003
1368566,SUI/USDT:USDT,2025-08-01 08:06:23.500000+00:00,10,3.44065998,727.0,727.0,False,57774.43022062,SUI,USDT,LONG,727.0,2501.35980546,2501.35980546
1370017,SUI/USDT:USDT,2025-08-01 08:45:01.274000+00:00,10,3.4796,-727.0,0.0,True,57774.43022062,SUI,USDT,SHORT,727.0,2529.6692,0.0
1370023,DOGE/USDT:USDT,2025-08-01 08:45:03.940000+00:00,10,0.20443,-12394.0,0.0,True,57774.43022062,DOGE,USDT,SHORT,12394.0,2533.7054200000002,0.0
1371062,XRP/USDT:USDT,2025-08-01 09:30:01.752000+00:00,10,2.9345,-853.0,0.0,True,57774.43022062,XRP,USDT,SHORT,853.0,2503.1285,0.0
1387015,DOGE/USDT:USDT,2025-08-01 22:27:35.854000+00:00,10,0.19926491,12575.0,12575.0,False,57833.54664791,DOGE,USDT,LONG,12575.0,2505.75624325,2505.75624325
1387031,ICP/USDT:USDT,2025-08-01 22:27:37.987000+00:00,10,4.948,506.0,506.0,False,57833.54664791,ICP,USDT,LONG,506.0,2503.688,2503.688
1387141,SUI/USDT:USDT,2025-08-01 22:27:50.912000+00:00,10,3.4063272,734.3,734.3,False,57833.54664791,SUI,USDT,LONG,734.3,2501.26606296,2501.26606296
1387178,XRP/USDT:USDT,2025-08-01 22:28:07.946000+00:00,10,2.92755162,854.2,854.2,False,57833.54664791,XRP,USDT,LONG,854.2,2500.7145938040003,2500.7145938040003
1387724,DOGE/USDT:USDT,2025-08-01 22:31:12.421000+00:00,10,0.19658752,12774.0,25349.0,False,57833.54664791,DOGE,USDT,LONG,12774.0,2511.20898048,4983.297044479999
1387764,IOTA/USDT:USDT,2025-08-01 22:31:16.791000+00:00,10,0.1747,14344.1,14344.1,False,57833.54664791,IOTA,USDT,LONG,14344.1,2505.9142699999998,2505.9142699999998
1388110,SUI/USDT:USDT,2025-08-01 22:43:25.522000+00:00,10,3.35511309,745.8,1480.1,False,57859.35866184,SUI,USDT,LONG,745.8,2502.243342522,4965.902884509
1389065,DOGE/USDT:USDT,2025-08-01 23:15:04.551000+00:00,10,0.19988,-25349.0,0.0,True,57833.54664791,DOGE,USDT,SHORT,25349.0,5066.75812,0.0
1389066,SUI/USDT:USDT,2025-08-01 23:15:04.551000+00:00,10,3.4432,-1480.1,0.0,True,57859.35866184,SUI,USDT,SHORT,1480.1,5096.28032,0.0
1389162,ICP/USDT:USDT,2025-08-01 23:15:06.532000+00:00,10,5.005,-506.0,0.0,True,57833.54664791,ICP,USDT,SHORT,506.0,2532.5299999999997,0.0
1389163,IOTA/USDT:USDT,2025-08-01 23:15:06.532000+00:00,10,0.1789,-14344.1,0.0,True,57833.54664791,IOTA,USDT,SHORT,14344.1,2566.15949,0.0
1389427,XRP/USDT:USDT,2025-08-01 23:30:03.429000+00:00,10,2.956,-854.2,0.0,True,57833.54664791,XRP,USDT,SHORT,854.2,2525.0152000000003,0.0
1396491,DOGE/USDT:USDT,2025-08-02 06:42:52.161000+00:00,10,0.19510246,12821.0,12821.0,False,58101.68895673,DOGE,USDT,LONG,12821.0,2501.40863966,2501.40863966
1397166,DOGE/USDT:USDT,2025-08-02 07:30:03.185000+00:00,10,0.19803,-12821.0,0.0,True,58101.68895673,DOGE,USDT,SHORT,12821.0,2538.94263,0.0
1401298,XRP/USDT:USDT,2025-08-02 14:20:26.612000+00:00,10,2.91031868,859.6,859.6,False,58138.76709642,XRP,USDT,LONG,859.6,2501.7099373280003,2501.7099373280003
